id,name,category,price
2229,Solar Bundle,Strategy,30.41
2230,Shadow Booster,Sports,25.49
2231,Neon Crate,Racing,24.78
2232,Crimson Gem,Sports,6.34
2233,Neon Gem,Adventure,33.16
2234,Void Bundle,Strategy,49.18
2235,Legendary Token,Simulation,17.19
2236,Azure Bundle,Puzzle,50.04
2237,Shadow Pass,Puzzle,19.17
2238,Neon Booster,Racing,23.44
2239,Neon Skin,Sports,28.53
2240,Mystic Bundle,Adventure,55.89
2241,Void Chest,Sports,7.79
2242,Legendary Upgrade,Racing,37.09
2243,Quantum Bundle,Adventure,29.63
2244,Crimson Pack,Adventure,35.03
2245,Void Booster,Puzzle,22.97
2246,Epic Booster,Sports,20.33
2247,Legendary Pack,Racing,85.17
2248,Mystic Pack,Adventure,16.93
2249,Mystic Pass,Adventure,24.86
2250,Neon Chest,Shooter,84.15
2251,Mystic Crate,RPG,43.62
2252,Epic Chest,Simulation,9.04
2253,Azure Bundle,Simulation,12.31
2254,Solar Pass,Shooter,44.67
2255,Epic Pass,Simulation,25.82
2256,Solar Token,Casual,114.4
2257,Mystic Gem,Sports,27.66
2258,Void Gem,Sports,38.91
2259,Legendary Gem,Sports,31.18
2260,Void Chest,Simulation,53.29
2261,Void Pass,Shooter,90.12
2262,Mystic Gem,Simulation,29.82
2263,Neon Pack,Adventure,63.45
2264,Epic Booster,Racing,38.89
2265,Solar Skin,Sports,29.5
2266,Azure Chest,Shooter,25.7
2267,Quantum Bundle,Adventure,11.7
2268,Quantum Skin,Strategy,72.91
2269,Neon Bundle,Racing,26.62
2270,Void Bundle,Simulation,13.71
2271,Epic Pack,Racing,18.01
2272,Mystic Skin,Casual,12.85
2273,Crimson Chest,Strategy,35.23
2274,Legendary Token,RPG,60.8
2275,Quantum Pass,Casual,16.88
2276,Neon Crate,Casual,12.66
2277,Quantum Upgrade,Sports,6.76
2278,Mystic Bundle,Casual,12.81
2279,Epic Crate,Racing,12.21
2280,Crimson Gem,Sports,75.03
2281,Void Bundle,Sports,9.95
2282,Legendary Chest,Puzzle,33.51
2283,Solar Pass,Racing,31.09
2284,Legendary Pack,Casual,23.26
2285,Quantum Pack,Simulation,19.27
2286,Crimson Skin,Sports,72.52
2287,Shadow Pack,Racing,30.86
2288,Quantum Upgrade,Strategy,10.71
2289,Neon Bundle,Shooter,20.17
2290,Solar Upgrade,Puzzle,22.88
2291,Neon Pack,Strategy,16.39
2292,Neon Pass,Simulation,25.33
2293,Solar Pack,RPG,40.51
2294,Shadow Crate,Sports,27.2
2295,Crimson Upgrade,Strategy,36.86
2296,Epic Crate,Simulation,34.49
2297,Crimson Crate,Puzzle,39.2
2298,Solar Token,Puzzle,60.92
2299,Neon Upgrade,RPG,15.5
2300,Crimson Skin,Simulation,8.93
2301,Azure Upgrade,Casual,36.95
2302,Azure Crate,Puzzle,84.05
2303,Epic Booster,Sports,26.59
2304,Mystic Pass,Simulation,12.89
2305,Legendary Pass,Adventure,32.29
2306,Neon Bundle,Puzzle,9.29
2307,Void Bundle,Puzzle,26.61
2308,Azure Skin,Sports,7.9
2309,Solar Gem,Racing,17.07
2310,Neon Upgrade,Casual,94.54
2311,Solar Pass,Casual,11.44
2312,Crimson Booster,Shooter,32.55
2313,Crimson Pass,Sports,36.06
2314,Legendary Upgrade,Strategy,13.47
2315,Solar Pack,Sports,65.43
2316,Solar Bundle,Shooter,17.63
2317,Epic Skin,Simulation,25.14
2318,Azure Skin,Simulation,23.67
2319,Quantum Pass,Shooter,38.76
2320,Quantum Skin,Sports,111.68
2321,Void Token,Racing,14.42
2322,Legendary Chest,Sports,30.57
2323,Quantum Pack,Sports,50.86
2324,Epic Skin,Strategy,13.2
2325,Epic Booster,RPG,19.99
2326,Void Pack,Adventure,41.96
2327,Azure Upgrade,Simulation,16.61
2328,Shadow Pass,Strategy,18.23
2329,Void Crate,Casual,4.4
2330,Solar Pack,Strategy,15.21
2331,Epic Gem,Shooter,8.69
2332,Legendary Booster,Shooter,24.18
2333,Neon Upgrade,RPG,6.8
2334,Legendary Bundle,Casual,18.87
2335,Shadow Pack,Racing,26.99
2336,Shadow Skin,Racing,21.85
2337,Quantum Pack,RPG,36.04
2338,Solar Chest,Strategy,34.08
2339,Neon Token,Adventure,9.87
2340,Azure Token,Racing,24.25
2341,Mystic Chest,Simulation,6.86
2342,Solar Bundle,Shooter,21.96
2343,Void Chest,Casual,14.77
2344,Shadow Gem,Puzzle,19.85
2345,Solar Pass,RPG,20.31
2346,Crimson Gem,Puzzle,32.51
2347,Neon Pass,Adventure,23.71
2348,Neon Bundle,Simulation,16.83
2349,Shadow Token,Strategy,6.96
2350,Crimson Pack,Shooter,36.0
2351,Quantum Token,Strategy,11.21
2352,Epic Skin,Puzzle,9.3
2353,Void Bundle,Casual,12.55
2354,Void Pass,Adventure,40.83
2355,Epic Crate,Adventure,22.31
2356,Legendary Skin,Simulation,34.91
2357,Shadow Bundle,RPG,12.6
2358,Void Gem,RPG,21.07
2359,Legendary Pack,Sports,76.1
2360,Void Gem,Casual,20.05
2361,Neon Upgrade,RPG,12.92
2362,Azure Crate,Puzzle,17.52
2363,Mystic Upgrade,Simulation,33.18
2364,Solar Gem,RPG,57.44
2365,Mystic Token,Adventure,5.76
2366,Crimson Skin,Sports,21.36
2367,Quantum Upgrade,Casual,16.88
2368,Quantum Pack,Racing,19.91
2369,Neon Pack,Shooter,14.2
2370,Azure Pass,Sports,13.92
2371,Mystic Crate,Simulation,11.72
2372,Mystic Chest,Strategy,14.39
2373,Crimson Token,Puzzle,21.57
2374,Void Bundle,RPG,22.09
2375,Epic Pass,Shooter,32.95
2376,Crimson Skin,Sports,26.76
2377,Neon Bundle,Adventure,25.97
2378,Crimson Upgrade,Strategy,39.68
2379,Neon Booster,Simulation,12.11
2380,Void Chest,RPG,16.67
2381,Crimson Gem,Simulation,18.39
2382,Legendary Gem,RPG,22.79
2383,Crimson Pack,Puzzle,40.57
2384,Legendary Skin,Strategy,27.28
2385,Epic Gem,Simulation,47.74
2386,Quantum Gem,Racing,61.66
2387,Void Skin,RPG,18.65
2388,Legendary Bundle,Strategy,8.63
2389,Azure Pass,Sports,50.24
2390,Neon Booster,RPG,21.45
2391,Epic Bundle,Shooter,20.92
2392,Azure Crate,Simulation,35.93
2393,Neon Bundle,Adventure,22.76
2394,Solar Pass,Shooter,23.0
2395,Solar Upgrade,RPG,24.45
2396,Mystic Chest,Casual,13.91
2397,Quantum Token,Sports,15.19
2398,Quantum Bundle,Sports,45.47
2399,Shadow Token,Adventure,46.07
2400,Legendary Chest,Simulation,25.11
2401,Shadow Pass,Simulation,21.4
2402,Epic Bundle,Casual,36.07
2403,Neon Bundle,Shooter,20.74
2404,Legendary Bundle,Puzzle,26.87
2405,Epic Chest,Shooter,75.93
2406,Neon Chest,RPG,60.41
2407,Solar Chest,Casual,11.66
2408,Void Pack,Sports,27.16
2409,Crimson Token,Adventure,12.29
2410,Shadow Chest,Adventure,37.63
2411,Solar Crate,Sports,13.49
2412,Solar Token,Racing,63.59
2413,Neon Chest,Strategy,11.76
2414,Epic Booster,Shooter,12.98
2415,Void Token,Casual,11.23
2416,Legendary Gem,Strategy,16.85
2417,Neon Pack,Simulation,31.0
2418,Neon Skin,Puzzle,46.0
2419,Legendary Bundle,Casual,14.64
2420,Azure Pass,Shooter,38.86
2421,Quantum Upgrade,Strategy,19.93
2422,Epic Bundle,Shooter,10.64
2423,Azure Token,RPG,43.62
2424,Quantum Pass,Shooter,19.89
2425,Legendary Pass,Puzzle,17.45
2426,Void Pass,Sports,67.54
2427,Quantum Booster,Adventure,39.05
2428,Quantum Token,Strategy,107.27
2429,Legendary Booster,Racing,21.14
2430,Void Gem,RPG,29.19
2431,Neon Upgrade,Racing,12.73
2432,Solar Chest,Adventure,40.36
2433,Void Gem,Racing,17.08
2434,Quantum Crate,Strategy,12.0
2435,Solar Booster,Simulation,15.68
2436,Neon Upgrade,Simulation,25.36
2437,Solar Crate,Sports,112.61
2438,Quantum Bundle,Sports,26.74
2439,Mystic Upgrade,Simulation,21.26
2440,Legendary Booster,Simulation,38.0
2441,Crimson Chest,Puzzle,27.56
2442,Legendary Token,Strategy,9.41
2443,Neon Gem,Strategy,29.0
2444,Void Booster,RPG,53.07
2445,Epic Upgrade,Simulation,21.4
2446,Azure Upgrade,Simulation,28.67
2447,Epic Pack,RPG,27.2
2448,Legendary Upgrade,Shooter,46.19
2449,Void Bundle,Shooter,18.31
2450,Quantum Pass,Sports,21.01
2451,Shadow Pack,Casual,28.1
2452,Void Upgrade,Racing,17.66
2453,Shadow Skin,Simulation,15.12
2454,Azure Skin,Shooter,36.02
2455,Legendary Token,Shooter,44.75
2456,Quantum Bundle,Racing,16.87
2457,Crimson Booster,Puzzle,18.74
2458,Shadow Token,Adventure,24.54
2459,Legendary Crate,Simulation,34.34
2460,Shadow Upgrade,Sports,19.89
2461,Quantum Crate,Racing,18.49
2462,Crimson Bundle,Strategy,32.66
2463,Quantum Token,Adventure,13.08
2464,Neon Chest,Racing,20.71
2465,Quantum Pack,Casual,3.22
2466,Legendary Token,RPG,25.6
2467,Void Upgrade,Racing,25.45
2468,Crimson Skin,Strategy,27.63
2469,Void Token,Puzzle,6.78
2470,Shadow Skin,RPG,15.64
2471,Neon Pass,Racing,36.48
2472,Neon Booster,Strategy,97.89
2473,Epic Bundle,Simulation,34.57
2474,Neon Chest,Sports,79.55
2475,Mystic Booster,Puzzle,57.0
2476,Void Bundle,Puzzle,29.16
2477,Epic Skin,Strategy,44.38
2478,Azure Chest,Shooter,72.89
2479,Shadow Upgrade,Puzzle,25.79
2480,Mystic Gem,Casual,12.61
2481,Void Pack,Simulation,32.13
2482,Azure Token,Simulation,21.42
2483,Void Pack,RPG,18.48
2484,Neon Token,Casual,25.45
2485,Quantum Token,Adventure,15.94
2486,Neon Pass,Casual,18.47
2487,Epic Upgrade,Adventure,17.52
2488,Neon Chest,Simulation,18.71
2489,Shadow Chest,Strategy,18.42
2490,Azure Chest,Puzzle,56.28
2491,Shadow Booster,Sports,11.9
2492,Legendary Crate,Shooter,46.94
2493,Shadow Token,Racing,90.47
2494,Epic Token,Strategy,13.57
2495,Shadow Pack,Shooter,23.61
2496,Epic Bundle,Simulation,22.94
2497,Mystic Gem,Strategy,8.92
2498,Epic Pack,Shooter,32.84
2499,Mystic Upgrade,Puzzle,29.6
2500,Quantum Bundle,Simulation,47.78
2501,Solar Bundle,Adventure,31.4
2502,Epic Pack,Sports,27.55
2503,Void Gem,Simulation,16.28
2504,Mystic Crate,Strategy,8.15
2505,Quantum Pass,Sports,35.29
2506,Neon Pass,Casual,62.2
2507,Azure Crate,Adventure,10.41
2508,Void Upgrade,Racing,37.75
2509,Shadow Pack,Shooter,23.54
2510,Mystic Gem,Strategy,13.73
2511,Legendary Token,Racing,60.88
2512,Mystic Pass,Casual,29.37
2513,Azure Crate,Shooter,28.53
2514,Void Crate,Puzzle,9.88
2515,Azure Booster,RPG,66.08
2516,Void Chest,Casual,16.11
2517,Shadow Bundle,RPG,29.98
2518,Neon Token,Strategy,44.42
2519,Solar Crate,Simulation,30.5
2520,Shadow Upgrade,RPG,40.9
2521,Void Upgrade,Adventure,45.74
2522,Crimson Skin,Simulation,100.14
2523,Solar Gem,Shooter,11.32
2524,Mystic Crate,Simulation,24.63
2525,Epic Gem,Adventure,61.64
2526,Quantum Pass,Simulation,23.95
2527,Azure Booster,Shooter,6.45
2528,Solar Pack,Shooter,58.23
2529,Void Skin,Racing,26.85
2530,Mystic Booster,Adventure,13.37
2531,Quantum Crate,Strategy,28.29
2532,Crimson Gem,Puzzle,33.89
2533,Shadow Chest,Adventure,15.09
2534,Shadow Booster,Casual,22.91
2535,Mystic Chest,Puzzle,36.31
2536,Solar Chest,RPG,13.95
2537,Solar Booster,Simulation,38.59
2538,Mystic Crate,Strategy,68.11
2539,Azure Chest,Adventure,8.11
2540,Quantum Booster,Puzzle,27.6
2541,Neon Token,Strategy,32.72
2542,Solar Token,Casual,26.88
2543,Quantum Chest,Puzzle,39.99
2544,Solar Upgrade,Shooter,29.92
2545,Epic Crate,Simulation,43.97
2546,Crimson Pass,Sports,40.45
2547,Shadow Skin,Simulation,13.35
2548,Solar Crate,Strategy,9.99
2549,Solar Pass,Shooter,11.7
2550,Void Pass,Sports,66.4
2551,Legendary Pass,Puzzle,16.5
2552,Neon Pack,Casual,26.69
2553,Quantum Token,Strategy,43.61
2554,Epic Booster,Adventure,23.23
2555,Quantum Booster,Casual,39.61
2556,Shadow Bundle,Sports,36.55
2557,Crimson Pack,Racing,16.86
2558,Azure Bundle,Adventure,12.22
2559,Quantum Gem,Sports,41.91
2560,Epic Token,Racing,32.51
2561,Neon Chest,Sports,17.59
2562,Epic Pack,Puzzle,46.24
2563,Mystic Gem,RPG,22.4
2564,Solar Pack,Simulation,29.3
2565,Shadow Pass,Adventure,29.54
2566,Quantum Gem,Casual,19.04
2567,Quantum Pack,Strategy,14.46
2568,Neon Pack,Adventure,57.54
2569,Neon Booster,Sports,63.72
2570,Void Upgrade,Sports,15.17
2571,Legendary Token,Strategy,22.22
2572,Legendary Skin,Casual,37.23
2573,Quantum Token,Simulation,31.72
2574,Crimson Skin,Casual,63.51
2575,Solar Chest,RPG,34.06
2576,Quantum Chest,Casual,28.89
2577,Quantum Pass,Strategy,8.4
2578,Crimson Booster,Puzzle,8.26
2579,Crimson Booster,Simulation,16.95
2580,Neon Upgrade,Simulation,19.09
2581,Crimson Gem,Simulation,26.83
2582,Mystic Crate,Racing,42.58
2583,Shadow Upgrade,Simulation,23.21
2584,Mystic Pass,Strategy,18.02
2585,Shadow Booster,Puzzle,35.37
2586,Mystic Pack,Racing,20.29
2587,Neon Pass,Puzzle,31.53
2588,Void Pass,Casual,13.33
2589,Neon Crate,Casual,30.73
2590,Quantum Pack,Puzzle,17.9
2591,Quantum Chest,Sports,40.94
2592,Crimson Bundle,Adventure,21.43
2593,Void Upgrade,Sports,22.01
2594,Azure Gem,Racing,15.8
2595,Shadow Gem,Simulation,48.19
2596,Shadow Bundle,RPG,29.22
2597,Quantum Chest,Shooter,65.36
2598,Crimson Pack,Adventure,28.16
2599,Quantum Gem,Puzzle,10.34
2600,Crimson Upgrade,Sports,41.42
2601,Quantum Pass,Sports,47.97
2602,Azure Token,Racing,20.32
2603,Crimson Gem,Shooter,12.48
2604,Legendary Chest,Sports,75.18
2605,Quantum Skin,Adventure,27.78
2606,Epic Chest,Adventure,46.26
2607,Azure Token,Racing,17.01
2608,Shadow Skin,Strategy,29.4
2609,Legendary Token,Puzzle,22.94
2610,Mystic Crate,RPG,22.19
2611,Azure Gem,Sports,29.08
2612,Crimson Booster,Racing,5.21
2613,Solar Gem,Adventure,40.95
2614,Neon Pass,Sports,41.35
2615,Neon Booster,Strategy,17.56
2616,Crimson Gem,Simulation,32.52
2617,Crimson Pack,Strategy,58.66
2618,Solar Pack,Adventure,18.58
2619,Solar Token,Sports,26.93
2620,Legendary Pack,Casual,17.42
2621,Crimson Booster,Simulation,9.77
2622,Mystic Token,Racing,20.32
2623,Crimson Skin,Shooter,17.72
2624,Solar Upgrade,Sports,32.73
2625,Azure Bundle,Sports,51.19
2626,Crimson Chest,Adventure,29.5
2627,Azure Crate,Shooter,20.52
2628,Neon Pass,Simulation,17.02
2629,Void Bundle,Strategy,47.94
2630,Epic Crate,RPG,46.36
2631,Legendary Pack,Sports,20.16
2632,Azure Crate,Strategy,29.03
2633,Azure Gem,Strategy,30.64
2634,Solar Token,Puzzle,16.13
2635,Shadow Pass,Puzzle,23.1
2636,Solar Skin,Strategy,15.04
2637,Mystic Token,Shooter,62.22
2638,Crimson Crate,Puzzle,13.45
2639,Void Chest,Racing,17.05
2640,Void Pass,Shooter,35.62
2641,Quantum Bundle,RPG,24.77
2642,Mystic Chest,RPG,22.71
2643,Void Pass,Strategy,51.26
2644,Legendary Crate,Puzzle,30.41
2645,Mystic Pass,Sports,21.85
2646,Epic Pack,Casual,19.01
2647,Crimson Bundle,Simulation,15.39
2648,Azure Token,Sports,16.14
2649,Crimson Skin,Simulation,19.2
2650,Quantum Upgrade,Simulation,18.92
2651,Quantum Bundle,Racing,15.71
2652,Void Upgrade,Casual,39.89
2653,Azure Crate,Adventure,40.65
2654,Shadow Upgrade,RPG,14.25
2655,Void Chest,Shooter,46.48
2656,Solar Bundle,Adventure,17.05
2657,Azure Upgrade,Adventure,9.65
2658,Solar Upgrade,Racing,13.04
2659,Azure Skin,Racing,43.56
2660,Neon Pass,RPG,50.13
2661,Legendary Upgrade,Casual,18.19
2662,Quantum Crate,Adventure,35.97
2663,Azure Pack,Strategy,21.38
2664,Quantum Upgrade,RPG,89.71
2665,Legendary Bundle,Adventure,7.26
2666,Neon Token,Casual,32.78
2667,Mystic Crate,Sports,31.1
2668,Void Crate,RPG,77.38
2669,Neon Bundle,Racing,38.61
2670,Mystic Gem,Adventure,8.28
2671,Epic Chest,RPG,19.91
2672,Neon Chest,Strategy,32.98
2673,Quantum Pack,RPG,16.03
2674,Crimson Crate,Adventure,22.29
2675,Quantum Upgrade,Simulation,19.76
2676,Epic Pack,Strategy,18.11
2677,Void Upgrade,Puzzle,21.47
2678,Azure Booster,Casual,23.52
2679,Neon Gem,Racing,40.02
2680,Epic Upgrade,Shooter,16.62
2681,Legendary Bundle,Shooter,22.42
2682,Neon Crate,Sports,38.13
2683,Shadow Crate,Sports,34.33
2684,Quantum Pass,Puzzle,9.07
2685,Void Crate,Adventure,14.76
2686,Legendary Crate,Puzzle,16.9
2687,Shadow Upgrade,Adventure,17.14
2688,Azure Pack,Strategy,21.68
2689,Azure Booster,Casual,13.29
2690,Solar Pack,Puzzle,5.4
2691,Solar Pass,Sports,14.01
2692,Legendary Skin,Strategy,41.91
2693,Neon Token,Simulation,24.8
2694,Crimson Pass,RPG,18.58
2695,Epic Booster,Shooter,26.54
2696,Mystic Skin,Racing,25.59
2697,Void Chest,Strategy,116.9
2698,Crimson Crate,Racing,38.54
2699,Mystic Bundle,Shooter,21.58
2700,Crimson Booster,Adventure,42.33
2701,Mystic Pass,Shooter,40.69
2702,Legendary Upgrade,Adventure,20.82
2703,Solar Gem,Puzzle,42.03
2704,Void Booster,Adventure,51.08
2705,Crimson Crate,Casual,21.0
2706,Crimson Chest,Adventure,11.97
2707,Azure Gem,Racing,38.98
2708,Neon Bundle,Racing,21.87
2709,Quantum Gem,Casual,28.21
2710,Void Skin,Casual,37.47
2711,Solar Gem,Strategy,59.13
2712,Solar Booster,RPG,19.24
2713,Crimson Token,Sports,19.75
2714,Void Chest,Strategy,30.63
2715,Void Pack,Casual,11.17
2716,Solar Crate,Strategy,19.08
2717,Azure Chest,Casual,38.57
2718,Mystic Pack,Shooter,25.59
2719,Mystic Gem,Strategy,46.21
2720,Quantum Crate,Shooter,18.0
2721,Mystic Gem,Simulation,55.49
2722,Shadow Token,Strategy,25.36
2723,Shadow Crate,Casual,22.45
2724,Azure Token,Shooter,42.14
2725,Shadow Pass,Racing,11.14
2726,Legendary Crate,Simulation,18.4
2727,Solar Upgrade,Racing,29.41
2728,Legendary Booster,RPG,32.77
2729,Legendary Upgrade,Shooter,6.24
2730,Shadow Chest,Adventure,15.15
2731,Azure Gem,Shooter,23.46
2732,Crimson Bundle,Racing,23.13
2733,Void Chest,Simulation,35.44
2734,Epic Booster,Adventure,19.94
2735,Azure Crate,Sports,13.26
2736,Legendary Crate,RPG,34.02
2737,Mystic Pack,Adventure,12.7
2738,Quantum Crate,Shooter,17.95
2739,Epic Gem,RPG,15.2
2740,Quantum Token,Racing,18.36
2741,Solar Token,Adventure,8.56
2742,Epic Token,Strategy,18.87
2743,Shadow Gem,Casual,41.85
2744,Neon Upgrade,Sports,21.56
2745,Void Token,Casual,6.2
2746,Neon Bundle,Adventure,10.02
2747,Legendary Pass,Racing,12.69
2748,Crimson Gem,Shooter,21.14
2749,Void Skin,Racing,8.75
2750,Shadow Pack,Casual,32.35
2751,Epic Token,Casual,63.49
2752,Void Gem,RPG,47.31
2753,Mystic Bundle,Casual,34.84
2754,Void Skin,Puzzle,42.02
2755,Void Pack,Racing,54.84
2756,Mystic Upgrade,Simulation,34.68
2757,Crimson Pack,Strategy,11.63
2758,Shadow Token,RPG,52.99
2759,Mystic Upgrade,Simulation,29.49
2760,Solar Token,Casual,18.53
2761,Neon Upgrade,Puzzle,32.31
2762,Void Chest,Shooter,19.79
2763,Solar Bundle,Casual,18.45
2764,Crimson Chest,Puzzle,73.36
2765,Crimson Bundle,Adventure,7.84
2766,Shadow Booster,Puzzle,22.11
2767,Neon Pass,Casual,14.29
2768,Neon Pack,RPG,14.42
2769,Mystic Bundle,Casual,10.81
2770,Void Booster,Racing,22.11
2771,Epic Skin,Racing,39.85
2772,Epic Token,Casual,33.49
2773,Quantum Upgrade,RPG,27.2
2774,Solar Pass,Casual,20.54
2775,Mystic Pass,Racing,14.78
2776,Neon Gem,Adventure,24.73
2777,Azure Pass,Puzzle,36.9
2778,Neon Bundle,Casual,19.92
2779,Crimson Skin,Simulation,15.87
2780,Legendary Pass,Shooter,62.42
2781,Solar Token,Adventure,13.46
2782,Shadow Upgrade,Puzzle,41.81
2783,Legendary Booster,Racing,12.77
2784,Legendary Upgrade,Adventure,16.65
2785,Neon Gem,Sports,43.05
2786,Crimson Chest,Adventure,28.57
2787,Epic Booster,Casual,19.86
2788,Legendary Pass,Adventure,62.19
2789,Solar Upgrade,Racing,12.07
2790,Crimson Token,Racing,33.91
2791,Solar Upgrade,Casual,51.85
2792,Crimson Gem,Sports,25.11
2793,Azure Bundle,Casual,26.39
2794,Azure Skin,Racing,28.12
2795,Neon Gem,RPG,10.09
2796,Neon Pass,RPG,16.23
2797,Solar Gem,Puzzle,48.45
2798,Void Pass,Puzzle,15.08
2799,Quantum Pack,Strategy,19.25
2800,Neon Upgrade,Racing,11.48
2801,Void Gem,Puzzle,15.81
2802,Legendary Gem,Sports,35.21
2803,Void Crate,Puzzle,10.72
2804,Solar Bundle,Strategy,8.43
2805,Mystic Pass,Sports,44.24
2806,Solar Token,Casual,24.57
2807,Shadow Pass,RPG,12.19
2808,Void Booster,RPG,33.51
2809,Void Token,Casual,12.57
2810,Epic Pack,Racing,21.5
2811,Solar Token,Strategy,14.68
2812,Epic Booster,Adventure,8.12
2813,Solar Pack,Racing,46.37
2814,Neon Chest,Strategy,15.82
2815,Void Pack,Simulation,57.22
2816,Quantum Pass,RPG,26.15
2817,Mystic Token,Adventure,17.9
2818,Quantum Bundle,Shooter,12.71
2819,Mystic Crate,Sports,25.15
2820,Legendary Booster,Simulation,33.09
2821,Shadow Token,RPG,43.89
2822,Void Gem,Simulation,35.05
2823,Quantum Token,Racing,21.1
2824,Shadow Bundle,Shooter,33.72
2825,Quantum Chest,Adventure,19.32
2826,Epic Gem,RPG,60.38
2827,Solar Crate,Simulation,20.03
2828,Epic Gem,Shooter,33.85
2829,Crimson Upgrade,Strategy,6.49
2830,Mystic Upgrade,Strategy,32.93
2831,Epic Bundle,Strategy,30.9
2832,Mystic Gem,Simulation,78.31
2833,Mystic Booster,Casual,18.9
2834,Quantum Bundle,Racing,65.45
2835,Crimson Upgrade,Shooter,25.18
2836,Mystic Bundle,Sports,61.21
2837,Mystic Crate,Racing,30.05
2838,Solar Gem,Racing,17.52
2839,Shadow Pack,Simulation,57.58
2840,Azure Crate,RPG,19.87
2841,Shadow Pack,Strategy,19.77
2842,Mystic Upgrade,Simulation,28.79
2843,Neon Crate,RPG,24.96
2844,Mystic Pack,Puzzle,34.16
2845,Void Gem,Shooter,28.59
2846,Legendary Upgrade,RPG,34.49
2847,Solar Bundle,Puzzle,34.18
2848,Solar Crate,Adventure,11.71
2849,Neon Gem,Simulation,7.48
2850,Epic Crate,RPG,29.0
2851,Epic Pack,RPG,16.21
2852,Void Gem,Sports,15.14
2853,Crimson Bundle,Simulation,20.84
2854,Azure Gem,Simulation,28.79
2855,Crimson Pack,RPG,22.76
2856,Crimson Skin,Strategy,37.9
2857,Void Pass,Puzzle,14.26
2858,Crimson Upgrade,Simulation,74.16
2859,Legendary Pack,RPG,43.11
2860,Shadow Pass,Casual,20.35
2861,Shadow Skin,Sports,83.22
2862,Epic Gem,Racing,6.02
2863,Solar Skin,Racing,45.97
2864,Mystic Crate,Sports,25.18
2865,Shadow Upgrade,Adventure,50.79
2866,Azure Crate,Adventure,18.36
2867,Neon Upgrade,Casual,12.41
2868,Solar Pack,Strategy,28.29
2869,Azure Pass,RPG,18.21
2870,Neon Upgrade,Racing,28.86
2871,Azure Gem,Simulation,30.38
2872,Epic Skin,Shooter,9.43
2873,Quantum Upgrade,Adventure,42.12
2874,Epic Booster,Simulation,4.48
2875,Epic Skin,Racing,147.65
2876,Azure Booster,Simulation,28.72
2877,Mystic Token,Simulation,16.02
2878,Epic Bundle,Strategy,9.19
2879,Solar Gem,RPG,35.03
2880,Epic Pass,Adventure,31.04
2881,Solar Bundle,Strategy,23.35
2882,Neon Crate,Puzzle,19.7
2883,Void Pack,Racing,36.68
2884,Void Booster,RPG,6.33
2885,Epic Booster,Simulation,11.06
2886,Solar Skin,Racing,34.88
2887,Neon Gem,Adventure,18.35
2888,Legendary Upgrade,Adventure,37.99
2889,Void Upgrade,RPG,13.34
2890,Neon Bundle,Racing,23.09
2891,Legendary Bundle,Simulation,18.06
2892,Azure Upgrade,Racing,64.97
2893,Void Token,Simulation,19.3
2894,Neon Chest,Casual,46.47
2895,Neon Gem,Sports,29.16
2896,Void Booster,Adventure,14.1
2897,Epic Chest,Simulation,31.17
2898,Azure Upgrade,Racing,29.33
2899,Void Token,RPG,10.7
2900,Crimson Upgrade,RPG,19.58
2901,Crimson Chest,Puzzle,25.01
2902,Epic Pack,RPG,59.59
2903,Epic Gem,Adventure,40.05
2904,Epic Booster,Simulation,18.95
2905,Quantum Crate,Racing,9.68
2906,Epic Bundle,Strategy,51.83
2907,Crimson Pass,Shooter,34.57
2908,Neon Gem,Sports,9.51
2909,Neon Skin,Adventure,10.29
2910,Void Gem,Racing,16.07
2911,Legendary Upgrade,Strategy,59.3
2912,Solar Chest,Shooter,14.5
2913,Shadow Gem,Puzzle,15.22
2914,Quantum Chest,RPG,5.32
2915,Epic Chest,Simulation,21.85
2916,Epic Chest,Shooter,85.55
2917,Epic Booster,Sports,40.61
2918,Legendary Booster,Adventure,31.28
2919,Epic Skin,Simulation,17.12
2920,Void Pack,RPG,9.52
2921,Mystic Gem,Puzzle,38.72
2922,Epic Bundle,Simulation,21.53
2923,Quantum Pass,Puzzle,32.73
2924,Mystic Booster,Adventure,7.78
2925,Solar Pack,RPG,34.83
2926,Void Bundle,Sports,80.93
2927,Legendary Chest,Simulation,15.46
2928,Legendary Upgrade,Shooter,4.95
2929,Solar Gem,Simulation,50.8
2930,Quantum Booster,Adventure,3.71
2931,Shadow Pass,Puzzle,52.14
2932,Crimson Token,Sports,23.58
2933,Shadow Bundle,Adventure,111.42
2934,Void Upgrade,Casual,10.8
2935,Void Crate,Shooter,30.96
2936,Crimson Token,Puzzle,7.88
2937,Solar Skin,RPG,59.34
2938,Legendary Pack,Simulation,36.35
2939,Azure Chest,Racing,31.53
2940,Epic Gem,Adventure,44.69
2941,Solar Upgrade,Shooter,9.83
2942,Epic Pass,Casual,34.38
2943,Solar Booster,Racing,77.53
2944,Crimson Pass,RPG,11.72
2945,Crimson Chest,Simulation,45.91
2946,Azure Token,Casual,37.93
2947,Mystic Pass,Strategy,16.34
2948,Crimson Upgrade,Sports,24.22
2949,Azure Booster,Strategy,119.45
2950,Void Crate,Adventure,32.97
2951,Quantum Gem,Strategy,84.36
2952,Quantum Booster,Racing,21.82
2953,Shadow Chest,Shooter,34.66
2954,Mystic Chest,Casual,20.49
2955,Crimson Booster,Strategy,32.08
